id,brand,name,category,product_type,price,currency,tag_list,rating
301,physicians formula,Physicians Formula Shimmer Strips Custom Shadow & Liner ,,eyeshadow,15.49,,['Gluten Free'],5.0
300,covergirl,CoverGirl Eye Enhancers 1-Kit Shadow ,,eyeshadow,4.49,,[],5.0
299,covergirl,CoverGirl Eye Enhancers 3-Kit Shadows ,,eyeshadow,6.49,,[],4.0
298,revlon,"Revlon PhotoReady Primer, Shadow + Sparkle Palette",palette,eyeshadow,14.49,,[],5.0
297,nyx,NYX Hot Singles Eye Shadow ,,eyeshadow,5.99,,[],5.0
296,physicians formula,Physicians Formula Shimmer Strips All-in-1 Custom Nude Palette ,,bronzer,16.99,,['Gluten Free'],5.0
295,maybelline,Maybelline The Nudes Eye Shadow Palette,palette,eyeshadow,17.99,,[],2.0
294,pacifica,Pacifica Super Powder Supernatural Eye Shadow Trio,,eyeshadow,14.0,,"['Vegan', 'Natural']",4.3
293,e.l.f.,e.l.f. Mad for Matte Eyeshadow Palette ,palette,eyeshadow,11.99,,[],4.4
292,e.l.f.,e.l.f. Studio Baked Eyeshadow Trio,,eyeshadow,6.99,,['Vegan'],5.0
291,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow Leather,,eyeshadow,8.99,,[],4.3
290,dr. hauschka,Dr. Hauschka Eye Shadow Palette,palette,eyeshadow,43.0,,['Natural'],4.8
289,covergirl,CoverGirl Eye Enhancers 4-Kit Shadows,,eyeshadow,6.49,,[],4.6
288,pacifica,Pacifica Mystical Supernatural Eye Shadow Palette,palette,eyeshadow,28.0,,"['Vegan', 'Natural']",4.9
287,mistura,Mistura 6-in-1 Beauty Solution,,eyeshadow,56.49,,['Canadian'],2.6
286,maybelline,Maybelline The Nudes Eyeshadow Palette in The Blushed Nudes,palette,eyeshadow,17.99,,[],4.5
285,covergirl,CoverGirl Eye Enhancers 3-Kit Shadows,,eyeshadow,6.49,,[],4.0
284,e.l.f.,e.l.f. Studio Prism Eyeshadow,palette,eyeshadow,13.99,,['Vegan'],4.8
283,pacifica,Pacifica Enlighten Eye Brightening Shadow Palette,palette,eyeshadow,28.0,,"['Vegan', 'Gluten Free', 'Natural']",4.6
282,wet n wild,Wet n Wild Color Icon Eye Shadow Collection,palette,eyeshadow,4.99,,[],4.2
281,pure anada,Pure Anada Loose Luminous Eye Colour ,,eyeshadow,8.0,,"['Canadian', 'Natural']",4.5
280,wet n wild,Wet n Wild Color Icon Eyeshadow Single,,eyeshadow,1.99,,[],4.6
279,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow,,eyeshadow,8.99,,[],4.5
278,pacifica,Pacifica Radiant Shimmer Highlighting Creams For Eyes Lips Face,powder,blush,28.0,,"['Vegan', 'Gluten Free', 'Natural']",3.6
277,physicians formula,Physicians Formula Matte Collection Quad Eye Shadow,,eyeshadow,10.49,,['Gluten Free'],4.6
276,cargo cosmetics,Cargo Cosmetics Eye Shadow Single,,eyeshadow,19.0,,[],5.0
275,pure anada,Pure Anada Pressed Mineral Eye Color Pan,,eyeshadow,8.0,,"['Natural', 'Vegan', 'Gluten Free', 'Non-GMO', 'Canadian']",4.5
274,pacifica,Pacifica Natural Minerals Solar Complete Color Mineral Palette,,bronzer,60.0,,"['Vegan', 'Natural']",4.9
273,maybelline,Maybelline Eye Studio Color Tattoo 24HR Cream Gel Shadow ,,eyeshadow,8.99,,[],4.0
271,covergirl,CoverGirl Trunaked Waterproof Eyeliner Duo in Mocha/Ebony,pencil,eyeliner,11.99,,[],
270,anna sui,Anna Sui Eye Brightener,pencil,eyeliner,28.0,,[],
268,anna sui,Anna Sui Sharpener,pencil,eyeliner,10.0,,[],
267,covergirl,CoverGirl Bombshell Powder Brow & Liner in Dark Brown,pencil,eyeliner,9.49,,[],3.0
266,anna sui,Anna Sui Pencil Eyeliner WP,pencil,eyeliner,26.0,,[],
265,covergirl,CoverGirl Trunaked Waterproof Eyeliner Duo in Cashmere/Espresso,pencil,eyeliner,11.99,,[],
264,revlon,Revlon PhotoReady Kajal Matte Eye Pencil,pencil,eyeliner,11.49,,[],
262,physicians formula,Physicians Formula Shimmer Strips Extreme Shimmer Pencil + Smudger Trio,pencil,eyeliner,15.99,,"['Gluten Free', 'Natural']",
261,covergirl,CoverGirl Full Lash Bloom Mascara + Perfect Point Plus Eye Liner,pencil,eyeliner,14.99,,[],
260,l'oreal,L'Oreal Infallible Smokissime Powder Eyeliner Pen,pencil,eyeliner,12.99,,[],2.5
259,physicians formula,Physicians Formula Shimmer Strips Extreme Shimmer Eyeliner Trio in Nude ,pencil,eyeliner,14.79,,['Gluten Free'],
258,milani,Milani Supreme Kohl Kajal Eyeliner,pencil,eyeliner,8.99,,[],5.0
257,annabelle,Annabelle Retractable Eyeliner,pencil,eyeliner,9.99,,[],5.0
256,marcelle,Marcelle Lux Cream Eye Shadow + Liner,,eyeshadow,13.99,,['Canadian'],
255,cargo cosmetics,Cargo Cosmetics Swimmables Eye Pencil,pencil,eyeliner,19.0,,[],4.7
254,pacifica,Pacifica Magical Multi-Pencil Prime & Line,,lip_liner,16.0,,['Natural'],
253,annabelle,Annabelle Smudgeliner ,pencil,eyeliner,8.99,,[],5.0
252,mineral fusion,Mineral Fusion Eye Pencil,pencil,eyeliner,19.0,,"['Gluten Free', 'Natural']",4.5
251,wet n wild,Wet n Wild Sharpen Up! Dual Pencil Sharpener,pencil,eyeliner,1.99,,[],5.0
250,covergirl,CoverGirl Ink it! By Perfect Point Plus Eyeliner ,pencil,eyeliner,6.99,,[],
249,annabelle,Annabelle Stay Sharp Waterproof Kohl Eyeliner,pencil,eyeliner,9.99,,[],
248,pacifica,Pacifica Natural Eye Pencil,pencil,eyeliner,16.0,,"['Vegan', 'Gluten Free', 'Natural']",5.0
247,covergirl,CoverGirl Liquiline Blast Eyeliner ,pencil,eyeliner,9.99,,[],4.5
246,annabelle,Annabelle Smoothliner ,pencil,eyeliner,6.99,,[],4.8
244,marcelle,Marcelle Waterproof Eyeliner,pencil,eyeliner,10.99,,['Canadian'],3.0
243,physicians formula,Physicians Formula Shimmer Strips Eye Enhancing Eyeliner Trio ,pencil,eyeliner,14.79,,['Gluten Free'],5.0
242,l'oreal,L'Oreal Paris Infallible Silkissime Eyeliner,pencil,eyeliner,11.99,,[],5.0
240,l'oreal,L'Oreal Paris Extra-Intense Liquid Pencil Eyeliner,pencil,eyeliner,10.99,,[],4.3
239,covergirl,CoverGirl Ink it! By Perfect Point Plus Eyeliner,pencil,eyeliner,6.99,,[],2.5
238,physicians formula,Physicians Formula Shimmer Strips Eye Enhancing Eyeliner Trio,pencil,eyeliner,14.79,,['Gluten Free'],5.0
237,covergirl,CoverGirl Perfect Point Plus Eyeliner Pencil ,pencil,eyeliner,7.49,,[],4.0
236,milani,Milani Brow & Eye Highlighter Duo Pencil,pencil,eyeliner,6.99,,[],3.3
235,l'oreal,L'Oreal Paris Infallible Never Fail Eye Liner,pencil,eyeliner,12.99,,[],3.5
234,sante,Sante Kajal Eyeliner Pencil,pencil,eyeliner,17.29,,"['Vegan', 'Gluten Free', 'Natural']",3.9
233,dr. hauschka,Dr. Hauschka Kajal Eyeliner,pencil,eyeliner,24.0,,[],4.4
232,maybelline,Maybelline Line Express Eyeliner,pencil,eyeliner,7.29,,[],4.5
231,almay,Almay Intense i-Colour Bring Out Eyeliner,pencil,eyeliner,10.99,,[],4.3
230,maybelline,Maybelline Unstoppable Eyeliner,pencil,eyeliner,8.99,,[],4.3
229,pure anada,Pure Anada Pureline Pencil Eye Liner,pencil,eyeliner,14.0,,"['Canadian', 'Natural']",4.0
